TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureAvgInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH
90,54,43,61,45,25,98,60,49,29.31,10,7,5,17,2,34
72,61,31,54,47,26,94,64,55,30.5,10,8,1,8,5,28
57,53,47,61,42,26,83,72,48,29.07,10,5,4,11,6,37
82,59,39,78,40,27,83,71,50,31.52,10,8,0,18,2,20
72,64,35,57,41,38,78,72,55,32.19,10,10,4,14,5,31
74,58,35,62,49,22,72,67,49,30.87,10,8,2,13,6,26
85,50,36,67,45,28,86,58,49,29.92,10,6,2,16,5,33
57,49,37,69,45,31,83,73,60,29.09,10,5,7,15,2,29
63,61,43,81,41,29,91,68,44,29.58,10,5,0,21,5,24
77,60,42,36,42,23,80,75,49,30.3,10,9,1,11,7,25
62,44,41,38,45,31,61,61,55,30.81,10,11,4,19,3,37
81,59,34,61,46,23,87,67,40,31.55,10,2,3,15,4,29
75,60,39,61,51,39,76,69,57,30.29,10,5,4,13,5,31
77,57,40,70,39,33,68,67,49,31.55,10,8,1,16,3,30
69,50,42,60,46,26,79,68,57,30.59,10,6,5,18,2,25
64,58,34,53,40,34,70,72,49,30.35,10,7,2,17,5,34
72,54,32,63,41,30,78,75,54,30.66,10,6,3,12,6,38
69,58,32,51,44,25,100,75,45,29.52,10,7,0,15,7,34
72,54,38,45,39,29,80,67,52,29.58,10,8,2,15,4,32
65,46,34,57,53,26,81,64,53,29.12,10,5,2,14,5,33
68,55,40,64,42,24,64,66,48,30.7,10,7,5,20,7,26
55,58,36,62,42,26,87,68,53,29.02,10,6,1,18,3,32
69,46,37,60,44,32,82,69,55,31.92,10,4,2,10,3,30
78,50,46,48,40,32,83,78,47,30.2,10,5,2,19,3,29
83,53,41,75,51,30,106,68,51,31.72,10,5,0,22,6,24
83,64,34,66,48,28,87,73,44,28.4,10,9,0,21,7,21
59,55,43,40,43,28,84,75,47,29.54,10,3,1,17,4,31
78,56,39,66,44,35,55,64,53,30.43,10,4,8,18,5,32
96,51,38,89,34,28,108,73,49,30.47,10,8,3,17,7,34
75,58,42,78,41,29,78,62,45,29.26,10,7,6,14,5,34
73,54,27,52,39,29,74,76,42,29.29,10,3,0,12,3,26
80,60,41,54,47,22,88,68,57,28.72,10,7,1,9,4,26
95,56,37,47,53,30,83,70,52,29.94,10,6,6,12,3,32
53,53,42,56,45,31,72,64,35,31.12,10,8,1,17,3,25
65,54,48,53,40,27,76,58,46,30.48,10,4,3,18,6,34
66,57,41,61,51,32,97,71,49,29.04,10,7,0,14,5,23
62,49,45,63,50,35,86,71,53,29.42,10,2,1,10,3,25
81,51,45,74,43,26,85,74,55,29.54,10,6,2,19,0,29
52,54,42,62,44,31,77,67,47,30.17,10,5,0,14,5,30
66,55,38,66,45,32,87,72,53,30.04,10,6,3,8,6,25
67,57,44,76,40,36,72,63,52,29.79,10,9,0,19,1,37
67,48,36,67,49,28,75,67,53,30.65,10,10,5,16,9,36
59,59,47,58,45,27,78,71,55,30.34,10,5,3,13,2,25
43,51,52,53,41,29,94,70,52,30.03,10,6,1,9,4,19
46,55,48,57,45,30,84,77,47,28.71,10,6,1,11,6,23
63,55,36,73,45,33,92,72,58,32.41,10,11,0,9,3,28
65,65,43,61,45,28,89,71,41,29.98,10,9,2,20,6,22
76,57,36,55,32,32,70,67,41,27.43,10,7,3,14,3,29
90,51,42,52,46,20,85,66,47,31.38,10,7,0,16,3,30
64,58,39,58,43,33,88,76,52,31.34,10,4,4,21,6,23
73,46,40,48,40,36,82,62,46,29.91,10,7,0,20,5,31
69,59,42,56,41,32,96,69,47,30.75,10,7,2,14,3,34
71,56,38,63,38,29,87,70,53,30.41,10,9,6,14,4,33
85,56,37,60,48,29,88,71,53,30.11,10,6,2,20,3,30
74,50,34,68,47,32,76,69,54,29.57,10,7,3,18,7,33
68,61,41,63,47,26,85,68,54,30.29,10,9,6,14,4,30
68,55,41,55,49,34,85,63,39,28.32,10,8,4,22,6,35
72,55,40,60,47,33,84,70,55,31.93,10,6,4,11,2,25
63,55,46,57,38,27,102,75,48,30.27,10,8,3,22,9,37
84,54,35,68,44,29,85,82,66,31.33,10,8,0,19,3,33
68,57,37,53,50,34,96,63,47,30.0,10,9,2,10,5,28
67,57,27,61,46,30,89,77,50,30.5,10,4,0,29,4,28
68,63,45,50,43,23,90,64,48,29.79,10,6,1,22,6,37
70,54,49,47,46,31,100,67,53,31.32,10,7,0,16,2,32
65,54,40,63,48,33,91,72,51,29.89,10,5,1,3,8,27
81,63,31,69,48,24,75,70,53,31.9,10,10,2,19,3,30
66,51,46,49,40,29,89,70,49,31.03,10,6,5,8,4,22
81,53,33,65,48,26,87,69,40,28.92,10,7,2,18,3,32
86,45,37,57,50,37,100,70,43,29.06,10,5,0,12,2,32
67,59,41,52,42,44,100,73,54,32.12,10,7,0,10,5,26
75,56,31,44,38,32,87,58,65,31.35,10,10,3,19,1,27
65,62,44,60,46,17,68,81,51,28.1,10,7,6,20,7,24
74,60,37,64,44,33,86,78,48,31.31,10,5,1,4,7,35
65,52,32,73,37,30,67,70,56,30.05,10,6,3,15,1,30
71,58,43,53,57,31,91,63,48,31.36,10,6,0,17,4,34
77,54,42,59,51,32,75,73,45,30.57,10,1,0,13,3,28
66,51,41,55,37,35,75,73,55,30.98,10,4,5,10,5,29
83,53,31,61,44,31,92,67,47,28.29,10,3,0,9,2,28
73,52,48,62,38,25,86,79,44,30.63,10,10,2,21,4,25
80,56,40,42,42,30,92,68,49,30.56,10,8,3,23,3,28
62,43,37,62,45,35,82,67,52,30.87,10,7,0,21,2,33
81,62,41,52,51,31,78,68,52,29.97,10,9,3,4,1,22
78,64,31,60,45,29,90,69,50,29.15,10,6,5,10,3,22
79,55,42,71,45,31,91,78,47,29.88,10,7,4,11,3,24
43,52,41,43,41,23,86,63,45,29.17,10,4,3,19,0,29
71,54,31,48,42,32,77,64,53,30.06,10,6,5,18,7,22
64,39,38,62,43,26,80,61,44,29.55,10,8,0,8,3,24
89,43,36,50,44,35,62,71,51,29.61,10,8,1,16,7,24
54,54,43,68,49,24,77,83,53,30.06,10,6,0,16,7,33
77,46,38,76,48,29,94,70,55,29.89,10,9,3,13,7,35
55,54,51,58,43,29,77,71,52,30.69,10,10,1,23,5,29
48,57,53,65,45,25,96,70,54,31.48,10,8,0,11,3,25
72,62,42,50,47,26,78,77,50,29.77,10,4,5,19,4,36
90,54,39,69,46,28,83,69,54,29.39,10,7,4,16,4,30
62,43,39,58,42,26,87,64,45,30.49,10,5,1,10,3,29
70,55,32,57,38,31,72,69,57,29.67,10,6,4,14,7,23
61,56,39,50,45,32,102,69,48,30.22,10,7,0,10,5,26
81,52,41,52,53,30,67,75,47,29.91,10,5,3,11,7,28
72,48,43,44,48,20,90,70,49,30.11,10,6,6,24,2,24
56,60,35,64,44,22,93,71,48,29.86,10,6,3,9,7,28
49,63,36,55,43,32,102,62,37,29.99,10,8,1,14,4,29
63,54,35,47,46,35,80,66,43,32.94,10,6,1,9,5,28
73,57,46,45,41,28,80,66,45,28.57,10,8,1,11,6,29
69,47,45,60,44,29,84,64,46,31.01,10,9,6,14,4,23
60,45,39,82,38,24,68,71,43,28.96,10,6,6,17,2,27
79,55,35,50,50,32,95,76,49,29.84,10,7,6,17,4,22
57,55,45,54,50,22,72,73,41,30.69,10,9,1,19,5,26
54,60,34,50,45,29,63,74,53,30.71,10,5,3,15,7,19
87,59,35,60,44,30,79,67,51,30.54,10,6,6,15,8,38
90,51,33,56,47,27,86,71,52,29.16,10,6,3,21,5,31
77,50,45,51,36,18,83,70,51,30.43,10,9,0,12,8,34
60,55,20,56,48,23,87,67,55,28.7,10,7,5,12,0,40
104,52,26,46,40,25,82,75,48,28.28,10,5,8,17,6,26
68,51,40,56,50,28,84,81,47,31.67,10,5,3,5,4,27
63,48,41,67,38,24,80,70,57,30.36,10,9,0,15,7,28
69,53,44,65,52,31,86,72,52,29.88,10,7,5,13,5,41
69,60,49,53,55,40,74,62,39,31.67,10,8,3,23,3,31
68,67,35,46,44,27,75,65,44,31.67,10,3,1,9,5,26
49,59,43,44,41,28,100,75,54,30.34,10,8,2,9,4,33
78,57,40,74,45,25,102,76,51,29.48,10,7,5,2,2,30
75,53,44,55,53,31,102,77,56,29.18,10,9,0,10,7,32
73,57,45,47,53,36,84,76,52,29.95,10,4,0,24,6,28
91,53,37,57,50,25,80,72,54,30.66,10,6,3,19,6,27
86,43,40,56,35,31,75,72,51,29.04,10,4,1,12,4,33
61,55,44,66,48,23,88,68,49,31.82,10,7,1,17,5,29
49,57,32,59,42,33,89,69,57,29.34,10,7,1,19,4,26
69,53,42,78,37,25,71,65,51,29.43,10,7,2,17,1,36
73,47,37,53,43,30,90,59,49,30.84,10,8,1,17,5,25
66,53,38,60,52,24,84,75,56,30.95,10,8,0,17,5,30
88,61,34,66,48,27,90,73,48,30.22,10,9,2,8,6,27
77,57,41,65,43,33,91,70,61,29.26,10,9,3,18,6,37
68,55,34,72,48,26,86,67,49,28.17,10,7,8,10,2,38
71,47,45,79,52,32,87,71,44,30.19,10,4,3,20,6,28
67,57,40,60,37,41,91,72,48,29.53,10,7,1,13,5,36
87,55,33,67,45,27,87,73,50,30.24,10,4,2,24,6,27
57,59,35,61,34,26,86,67,45,30.42,10,4,4,7,6,36
88,49,41,65,33,29,99,69,55,30.18,10,7,4,11,7,34
67,57,39,71,46,31,97,74,45,30.93,10,7,1,11,6,32
76,51,32,56,47,29,91,75,48,29.61,10,10,2,10,6,37
62,56,29,64,46,33,87,64,53,30.83,10,6,3,14,6,30
63,58,41,64,49,31,79,66,49,30.45,10,3,2,10,3,23
